ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode en hoofdstuk
385,war zone,oorlogsgebied,Engels,Nederlands,AllRight2-1v-H4-EN
386,plezier,pleasure,Nederlands,Engels,AllRight2-1v-H4-NE
387,koud,cold,Nederlands,Engels,AllRight2-1v-H4-NE
388,vuur / brand,fire,Nederlands,Engels,AllRight2-1v-H4-NE
389,Frans,French,Nederlands,Engels,AllRight2-1v-H4-NE
390,geven,give,Nederlands,Engels,AllRight2-1v-H4-NE
391,ijs,ice,Nederlands,Engels,AllRight2-1v-H4-NE
392,jas / jasje,jacket,Nederlands,Engels,AllRight2-1v-H4-NE
393,taal,language,Nederlands,Engels,AllRight2-1v-H4-NE
394,buiten,outside,Nederlands,Engels,AllRight2-1v-H4-NE
395,reden,reason,Nederlands,Engels,AllRight2-1v-H4-NE
396,zeggen,say,Nederlands,Engels,AllRight2-1v-H4-NE
397,sneeuw,snow,Nederlands,Engels,AllRight2-1v-H4-NE
398,klinken,sound,Nederlands,Engels,AllRight2-1v-H4-NE
399,tot,until,Nederlands,Engels,AllRight2-1v-H4-NE
400,antwoord,answer,Nederlands,Engels,AllRight2-1v-H4-NE
401,auto,car,Nederlands,Engels,AllRight2-1v-H4-NE
402,dansen,dance,Nederlands,Engels,AllRight2-1v-H4-NE
403,heerlijk,delicious,Nederlands,Engels,AllRight2-1v-H4-NE
404,verschillend,different,Nederlands,Engels,AllRight2-1v-H4-NE
405,jurk,dress,Nederlands,Engels,AllRight2-1v-H4-NE
406,avond,evening,Nederlands,Engels,AllRight2-1v-H4-NE
407,zich haasten / haasten,hurry / hurry up,Nederlands,Engels,AllRight2-1v-H4-NE
408,leren,learn,Nederlands,Engels,AllRight2-1v-H4-NE
409,optreden / opvoeren,perform,Nederlands,Engels,AllRight2-1v-H4-NE
410,vraag,question,Nederlands,Engels,AllRight2-1v-H4-NE
411,stom / dom,stupid,Nederlands,Engels,AllRight2-1v-H4-NE
412,vanavond,tonight,Nederlands,Engels,AllRight2-1v-H4-NE
413,bezoeken,visit,Nederlands,Engels,AllRight2-1v-H4-NE
414,fout / verkeerd,wrong,Nederlands,Engels,AllRight2-1v-H4-NE
415,gesloten / dicht,closed,Nederlands,Engels,AllRight2-1v-H4-NE
416,toetje / dessert,dessert,Nederlands,Engels,AllRight2-1v-H4-NE
417,bijvoorbeeld,for example,Nederlands,Engels,AllRight2-1v-H4-NE
418,Gelukkig Nieuwjaar!,Happy New Year!,Nederlands,Engels,AllRight2-1v-H4-NE
419,maaltijd,meal,Nederlands,Engels,AllRight2-1v-H4-NE
420,betekenen / bedoelen,mean,Nederlands,Engels,AllRight2-1v-H4-NE
421,Vrolijk Kerstfeest,Merry Christmas,Nederlands,Engels,AllRight2-1v-H4-NE
422,Nieuwjaar / nieuwjaarsdag,New Year's Day,Nederlands,Engels,AllRight2-1v-H4-NE
423,pannenkoek,pancake,Nederlands,Engels,AllRight2-1v-H4-NE
424,cadeau,present,Nederlands,Engels,AllRight2-1v-H4-NE
425,zomervakantie,summer holiday,Nederlands,Engels,AllRight2-1v-H4-NE
426,tempel,temple,Nederlands,Engels,AllRight2-1v-H4-NE
427,het weer,the weather,Nederlands,Engels,AllRight2-1v-H4-NE
428,gewoonlijk / doorgaans,usually,Nederlands,Engels,AllRight2-1v-H4-NE
429,groente,vegetable,Nederlands,Engels,AllRight2-1v-H4-NE
430,kijken naar,watch,Nederlands,Engels,AllRight2-1v-H4-NE
431,rond / ongeveer,about,Nederlands,Engels,AllRight2-1v-H4-NE
432,opnieuw / nog een keer,again,Nederlands,Engels,AllRight2-1v-H4-NE
433,leuk vinden,fancy,Nederlands,Engels,AllRight2-1v-H4-NE
434,grootouders,grandparents,Nederlands,Engels,AllRight2-1v-H4-NE
435,admission,toegangsprijs,Engels,Nederlands,AllRight2-1v-H5-EN
436,annual,jaarlijks,Engels,Nederlands,AllRight2-1v-H5-EN
437,barrel,vat / ton,Engels,Nederlands,AllRight2-1v-H5-EN
438,beat,verslaan,Engels,Nederlands,AllRight2-1v-H5-EN
439,cereal,ontbijtgranen,Engels,Nederlands,AllRight2-1v-H5-EN
440,control,bedieningsknop,Engels,Nederlands,AllRight2-1v-H5-EN
441,cooker / stove,fornuis / kookplaat,Engels,Nederlands,AllRight2-1v-H5-EN
442,courage,moed,Engels,Nederlands,AllRight2-1v-H5-EN
443,cruel,wreed,Engels,Nederlands,AllRight2-1v-H5-EN
444,fight,gevecht,Engels,Nederlands,AllRight2-1v-H5-EN
445,flour,bloem,Engels,Nederlands,AllRight2-1v-H5-EN
446,grab,vastpakken / grijpen,Engels,Nederlands,AllRight2-1v-H5-EN
447,groceries,boodschappen,Engels,Nederlands,AllRight2-1v-H5-EN
448,grocery store,kruidenierswinkel,Engels,Nederlands,AllRight2-1v-H5-EN
449,rope,met lasso vangen,Engels,Nederlands,AllRight2-1v-H5-EN
450,saddle,zadel,Engels,Nederlands,AllRight2-1v-H5-EN
451,switch on,aanzetten / inschakelen,Engels,Nederlands,AllRight2-1v-H5-EN
452,tie,vastbinden,Engels,Nederlands,AllRight2-1v-H5-EN
453,window,raam,Engels,Nederlands,AllRight2-1v-H5-EN
454,wrestle,worstelen,Engels,Nederlands,AllRight2-1v-H5-EN
455,approach,benaderen / dichtbij komen,Engels,Nederlands,AllRight2-1v-H5-EN
456,bump into,botsen met / tegenkomen,Engels,Nederlands,AllRight2-1v-H5-EN
457,conversation,gesprek,Engels,Nederlands,AllRight2-1v-H5-EN
458,counter-clockwise,tegen de klok in,Engels,Nederlands,AllRight2-1v-H5-EN
459,gentle,rustig / zachtaardig,Engels,Nederlands,AllRight2-1v-H5-EN
460,get lost,verdwalen,Engels,Nederlands,AllRight2-1v-H5-EN
461,light,aansteken,Engels,Nederlands,AllRight2-1v-H5-EN
462,loop,lus,Engels,Nederlands,AllRight2-1v-H5-EN
463,perform,uitvoeren,Engels,Nederlands,AllRight2-1v-H5-EN
464,polite,beleefd,Engels,Nederlands,AllRight2-1v-H5-EN
465,rectangular,rechthoekig,Engels,Nederlands,AllRight2-1v-H5-EN
466,reins,teugels,Engels,Nederlands,AllRight2-1v-H5-EN
467,right of way,voorrang,Engels,Nederlands,AllRight2-1v-H5-EN
468,rope,touw,Engels,Nederlands,AllRight2-1v-H5-EN
469,safety,veiligheid,Engels,Nederlands,AllRight2-1v-H5-EN
470,slip,uitglijden,Engels,Nederlands,AllRight2-1v-H5-EN
471,spill,morsen,Engels,Nederlands,AllRight2-1v-H5-EN
472,argue,ruziemaken,Engels,Nederlands,AllRight2-1v-H5-EN
473,background,achtergrond,Engels,Nederlands,AllRight2-1v-H5-EN
474,cheat,spieken / valsspelen,Engels,Nederlands,AllRight2-1v-H5-EN
475,court,speelveld,Engels,Nederlands,AllRight2-1v-H5-EN
476,cycling shorts,wielrenbroek,Engels,Nederlands,AllRight2-1v-H5-EN
477,gymnastics,gymnastiek,Engels,Nederlands,AllRight2-1v-H5-EN
478,height,hoogte / lengte,Engels,Nederlands,AllRight2-1v-H5-EN
479,lift,optillen / tillen,Engels,Nederlands,AllRight2-1v-H5-EN
480,lose your temper,boos worden,Engels,Nederlands,AllRight2-1v-H5-EN
481,opponent,tegenstander,Engels,Nederlands,AllRight2-1v-H5-EN
482,property,bezit / eigendom,Engels,Nederlands,AllRight2-1v-H5-EN
483,referee,scheidsrechter,Engels,Nederlands,AllRight2-1v-H5-EN
484,scar,litteken,Engels,Nederlands,AllRight2-1v-H5-EN
485,tiny,heel klein,Engels,Nederlands,AllRight2-1v-H5-EN
486,trip,struikelen,Engels,Nederlands,AllRight2-1v-H5-EN
487,turn,beurt,Engels,Nederlands,AllRight2-1v-H5-EN
488,weight-lifting,gewichtheffen,Engels,Nederlands,AllRight2-1v-H5-EN
489,wrestler,worstelaar,Engels,Nederlands,AllRight2-1v-H5-EN
490,youngster,jongere,Engels,Nederlands,AllRight2-1v-H5-EN
491,annoying,irritant,Engels,Nederlands,AllRight2-1v-H5-EN
492,board game,bordspel,Engels,Nederlands,AllRight2-1v-H5-EN
493,comedy,komedie,Engels,Nederlands,AllRight2-1v-H5-EN
494,due,verwachte aankomsttijd,Engels,Nederlands,AllRight2-1v-H5-EN
495,hilarious,hilarisch / heel grappig,Engels,Nederlands,AllRight2-1v-H5-EN
496,play cards,kaarten,Engels,Nederlands,AllRight2-1v-H5-EN
497,post,op internet plaatsen,Engels,Nederlands,AllRight2-1v-H5-EN
498,ridiculous,belachelijk,Engels,Nederlands,AllRight2-1v-H5-EN
499,treasure hunt,speurtocht,Engels,Nederlands,AllRight2-1v-H5-EN
500,koe,cow,Nederlands,Engels,AllRight2-1v-H5-NE
501,duwen,push,Nederlands,Engels,AllRight2-1v-H5-NE
502,weer,weather,Nederlands,Engels,AllRight2-1v-H5-NE
503,volwassene,adult,Nederlands,Engels,AllRight2-1v-H5-NE
504,brood,bread,Nederlands,Engels,AllRight2-1v-H5-NE
505,ontbijt,breakfast,Nederlands,Engels,AllRight2-1v-H5-NE
506,stier,bull,Nederlands,Engels,AllRight2-1v-H5-NE
507,boter,butter,Nederlands,Engels,AllRight2-1v-H5-NE
508,vangen,catch,Nederlands,Engels,AllRight2-1v-H5-NE
509,gevaarlijk,dangerous,Nederlands,Engels,AllRight2-1v-H5-NE
510,ei,egg,Nederlands,Engels,AllRight2-1v-H5-NE
511,pijn doen,hurt,Nederlands,Engels,AllRight2-1v-H5-NE
512,springen,jump,Nederlands,Engels,AllRight2-1v-H5-NE
513,geld,money,Nederlands,Engels,AllRight2-1v-H5-NE
514,betalen,pay,Nederlands,Engels,AllRight2-1v-H5-NE
515,paardrijden,ride a horse,Nederlands,Engels,AllRight2-1v-H5-NE
516,vaardigheid / kunde,skill,Nederlands,Engels,AllRight2-1v-H5-NE
517,snelheid,speed,Nederlands,Engels,AllRight2-1v-H5-NE
518,gooien,throw,Nederlands,Engels,AllRight2-1v-H5-NE
519,moe,tired,Nederlands,Engels,AllRight2-1v-H5-NE
520,draaien,turn,Nederlands,Engels,AllRight2-1v-H5-NE
521,gisteren,yesterday,Nederlands,Engels,AllRight2-1v-H5-NE
522,excuses aanbieden,apologise,Nederlands,Engels,AllRight2-1v-H5-NE
523,knop,button,Nederlands,Engels,AllRight2-1v-H5-NE
524,veranderen,change,Nederlands,Engels,AllRight2-1v-H5-NE
525,kauwgom,chewing gum,Nederlands,Engels,AllRight2-1v-H5-NE
526,paar,couple,Nederlands,Engels,AllRight2-1v-H5-NE
527,schattig,cute,Nederlands,Engels,AllRight2-1v-H5-NE
528,leeg,empty,Nederlands,Engels,AllRight2-1v-H5-NE
529,eten,food,Nederlands,Engels,AllRight2-1v-H5-NE
530,volgen / opvolgen,follow,Nederlands,Engels,AllRight2-1v-H5-NE
531,schop,kick,Nederlands,Engels,AllRight2-1v-H5-NE
532,laten liggen,leave,Nederlands,Engels,AllRight2-1v-H5-NE
533,links / linker,left,Nederlands,Engels,AllRight2-1v-H5-NE
534,drukken,press,Nederlands,Engels,AllRight2-1v-H5-NE
535,trekken,pull,Nederlands,Engels,AllRight2-1v-H5-NE
536,ontspannen,relax,Nederlands,Engels,AllRight2-1v-H5-NE
537,regel,rule,Nederlands,Engels,AllRight2-1v-H5-NE
538,teen,toe,Nederlands,Engels,AllRight2-1v-H5-NE
539,bang,afraid,Nederlands,Engels,AllRight2-1v-H5-NE
540,kampioen,champion,Nederlands,Engels,AllRight2-1v-H5-NE
541,kin,chin,Nederlands,Engels,AllRight2-1v-H5-NE
542,vlees,meat,Nederlands,Engels,AllRight2-1v-H5-NE
543,melk,milk,Nederlands,Engels,AllRight2-1v-H5-NE
544,pijnlijk,painful,Nederlands,Engels,AllRight2-1v-H5-NE
545,kracht,power,Nederlands,Engels,AllRight2-1v-H5-NE
546,stil,quiet,Nederlands,Engels,AllRight2-1v-H5-NE
547,voetbal,soccer,Nederlands,Engels,AllRight2-1v-H5-NE
548,stelen,steal,Nederlands,Engels,AllRight2-1v-H5-NE
549,plotseling,suddenly,Nederlands,Engels,AllRight2-1v-H5-NE
550,keer,time,Nederlands,Engels,AllRight2-1v-H5-NE
551,raken / aanraken,touch,Nederlands,Engels,AllRight2-1v-H5-NE
552,dragen,wear,Nederlands,Engels,AllRight2-1v-H5-NE
553,fantastisch,awesome / fantastic,Nederlands,Engels,AllRight2-1v-H5-NE
554,goed zijn in,be good at,Nederlands,Engels,AllRight2-1v-H5-NE
555,geniaal / briljant,brilliant,Nederlands,Engels,AllRight2-1v-H5-NE
556,binnen,inside,Nederlands,Engels,AllRight2-1v-H5-NE
557,gisteravond,last night,Nederlands,Engels,AllRight2-1v-H5-NE
558,verliezen,lose,Nederlands,Engels,AllRight2-1v-H5-NE
559,vaak,often,Nederlands,Engels,AllRight2-1v-H5-NE
560,regenen,rain,Nederlands,Engels,AllRight2-1v-H5-NE
561,almond,amandel,Engels,Nederlands,AllRight2-1v-H6-EN
562,cable car,tram,Engels,Nederlands,AllRight2-1v-H6-EN
563,cone,hoorntje / ijshoorntje,Engels,Nederlands,AllRight2-1v-H6-EN
564,entree / main dish,hoofdgerecht,Engels,Nederlands,AllRight2-1v-H6-EN
565,escape,ontsnapping,Engels,Nederlands,AllRight2-1v-H6-EN
566,flavour,smaak,Engels,Nederlands,AllRight2-1v-H6-EN
567,lime juice,limoensap,Engels,Nederlands,AllRight2-1v-H6-EN
568,of course,natuurlijk,Engels,Nederlands,AllRight2-1v-H6-EN
569,pepper,paprika,Engels,Nederlands,AllRight2-1v-H6-EN
570,population,bevolking,Engels,Nederlands,AllRight2-1v-H6-EN
571,prison,gevangenis,Engels,Nederlands,AllRight2-1v-H6-EN
572,scoop,bolletje / ijsbolletje,Engels,Nederlands,AllRight2-1v-H6-EN
573,shrimp,garnaal,Engels,Nederlands,AllRight2-1v-H6-EN
574,single,enkeltje / enkele reis,Engels,Nederlands,AllRight2-1v-H6-EN
575,sparkling,met bubbels,Engels,Nederlands,AllRight2-1v-H6-EN
576,starter,voorgerecht,Engels,Nederlands,AllRight2-1v-H6-EN
577,stew,stoven / smoren,Engels,Nederlands,AllRight2-1v-H6-EN
578,stuffed,gevuld,Engels,Nederlands,AllRight2-1v-H6-EN
579,suspension bridge,hangbrug,Engels,Nederlands,AllRight2-1v-H6-EN
580,zucchini,courgette,Engels,Nederlands,AllRight2-1v-H6-EN
581,bar,reep,Engels,Nederlands,AllRight2-1v-H6-EN
582,brand,merk,Engels,Nederlands,AllRight2-1v-H6-EN
583,crunchy,knapperig,Engels,Nederlands,AllRight2-1v-H6-EN
584,fix,vastmaken,Engels,Nederlands,AllRight2-1v-H6-EN
585,grated,geraspt,Engels,Nederlands,AllRight2-1v-H6-EN
586,have a sweet tooth,een zoetekauw zijn,Engels,Nederlands,AllRight2-1v-H6-EN
587,introduce,introduceren / lanceren,Engels,Nederlands,AllRight2-1v-H6-EN
588,jelly bean,soort snoepje,Engels,Nederlands,AllRight2-1v-H6-EN
589,leaflet,brochure / folder,Engels,Nederlands,AllRight2-1v-H6-EN
590,measure,meten / opmeten,Engels,Nederlands,AllRight2-1v-H6-EN
591,sample,snoepje om van te proeven,Engels,Nederlands,AllRight2-1v-H6-EN
592,sour cream,zure room / crème fraiche,Engels,Nederlands,AllRight2-1v-H6-EN
593,special offer,speciale aanbieding,Engels,Nederlands,AllRight2-1v-H6-EN
594,tower,toren,Engels,Nederlands,AllRight2-1v-H6-EN
595,underneath,onder,Engels,Nederlands,AllRight2-1v-H6-EN
596,baked beans,witte bonen in tomatensaus,Engels,Nederlands,AllRight2-1v-H6-EN
597,dairy product,zuivelproduct,Engels,Nederlands,AllRight2-1v-H6-EN
598,diet,dieet / eetpatroon,Engels,Nederlands,AllRight2-1v-H6-EN
599,grape,druif,Engels,Nederlands,AllRight2-1v-H6-EN
600,keep a diary,een dagboek bijhouden,Engels,Nederlands,AllRight2-1v-H6-EN
601,lamb chop,lamskotelet,Engels,Nederlands,AllRight2-1v-H6-EN
602,pretty good,best wel goed,Engels,Nederlands,AllRight2-1v-H6-EN
603,scrambled eggs,roereieren,Engels,Nederlands,AllRight2-1v-H6-EN
604,smoked salmon,gerookte zalm,Engels,Nederlands,AllRight2-1v-H6-EN
605,tuna,tonijn,Engels,Nederlands,AllRight2-1v-H6-EN
606,varied,gevarieerd,Engels,Nederlands,AllRight2-1v-H6-EN
607,wonder,zich afvragen,Engels,Nederlands,AllRight2-1v-H6-EN
608,certainly,zeker,Engels,Nederlands,AllRight2-1v-H6-EN
609,fridge / refrigerator,koelkast,Engels,Nederlands,AllRight2-1v-H6-EN
610,side,bijgerecht,Engels,Nederlands,AllRight2-1v-H6-EN
611,still,plat / zonder bubbels,Engels,Nederlands,AllRight2-1v-H6-EN
612,white coffee,koffie met melk,Engels,Nederlands,AllRight2-1v-H6-EN
613,geroosterd brood,toast,Nederlands,Engels,AllRight2-1v-H6-NE
614,appelsap,apple juice,Nederlands,Engels,AllRight2-1v-H6-NE
615,boon,bean,Nederlands,Engels,AllRight2-1v-H6-NE
616,rundvlees,beef,Nederlands,Engels,AllRight2-1v-H6-NE
617,wortel,carrot,Nederlands,Engels,AllRight2-1v-H6-NE
618,kip,chicken,Nederlands,Engels,AllRight2-1v-H6-NE
619,kokos / kokosnoot,coconut,Nederlands,Engels,AllRight2-1v-H6-NE
620,gerecht / schotel,dish,Nederlands,Engels,AllRight2-1v-H6-NE
621,ervaring,experience,Nederlands,Engels,AllRight2-1v-H6-NE
622,kruiden,herbs,Nederlands,Engels,AllRight2-1v-H6-NE
623,sla,lettuce,Nederlands,Engels,AllRight2-1v-H6-NE
624,gehaktbal,meatball,Nederlands,Engels,AllRight2-1v-H6-NE
625,champignon,mushroom,Nederlands,Engels,AllRight2-1v-H6-NE
626,ui,onion,Nederlands,Engels,AllRight2-1v-H6-NE
627,sinaasappelsap,orange juice,Nederlands,Engels,AllRight2-1v-H6-NE
628,ananas,pineapple,Nederlands,Engels,AllRight2-1v-H6-NE
629,varkensvlees,pork,Nederlands,Engels,AllRight2-1v-H6-NE
630,aardappel,potato,Nederlands,Engels,AllRight2-1v-H6-NE
631,rijst,rice,Nederlands,Engels,AllRight2-1v-H6-NE
632,zacht,soft,Nederlands,Engels,AllRight2-1v-H6-NE
633,specerijen,spices,Nederlands,Engels,AllRight2-1v-H6-NE
634,aardbei,strawberry,Nederlands,Engels,AllRight2-1v-H6-NE
635,toevoegen,add,Nederlands,Engels,AllRight2-1v-H6-NE
636,brug,bridge,Nederlands,Engels,AllRight2-1v-H6-NE
637,kabel,cable,Nederlands,Engels,AllRight2-1v-H6-NE
638,fabriek,factory,Nederlands,Engels,AllRight2-1v-H6-NE
639,honing,honey,Nederlands,Engels,AllRight2-1v-H6-NE
640,smelten,melt,Nederlands,Engels,AllRight2-1v-H6-NE
641,mond,mouth,Nederlands,Engels,AllRight2-1v-H6-NE
642,schilderen / verven,paint,Nederlands,Engels,AllRight2-1v-H6-NE
643,pinda,peanut,Nederlands,Engels,AllRight2-1v-H6-NE
644,bord,plate,Nederlands,Engels,AllRight2-1v-H6-NE
645,reserveren / boeken,reserve,Nederlands,Engels,AllRight2-1v-H6-NE
646,frisdrank,soda,Nederlands,Engels,AllRight2-1v-H6-NE
647,soldaat,soldier,Nederlands,Engels,AllRight2-1v-H6-NE
648,bezoeker,visitor,Nederlands,Engels,AllRight2-1v-H6-NE
649,oorlog,war,Nederlands,Engels,AllRight2-1v-H6-NE
650,gekookt ei,boiled egg,Nederlands,Engels,AllRight2-1v-H6-NE
651,bot,bone,Nederlands,Engels,AllRight2-1v-H6-NE
652,patat / friet,chips,Nederlands,Engels,AllRight2-1v-H6-NE
653,chips,crisps,Nederlands,Engels,AllRight2-1v-H6-NE
654,komkommer,cucumber,Nederlands,Engels,AllRight2-1v-H6-NE
655,vis,fish,Nederlands,Engels,AllRight2-1v-H6-NE
656,patat,fries,Nederlands,Engels,AllRight2-1v-H6-NE
657,erwt,pea,Nederlands,Engels,AllRight2-1v-H6-NE
658,aardappels,potatoes,Nederlands,Engels,AllRight2-1v-H6-NE
659,rommel / troep,rubbish,Nederlands,Engels,AllRight2-1v-H6-NE
660,worstje,sausage,Nederlands,Engels,AllRight2-1v-H6-NE
661,soep,soup,Nederlands,Engels,AllRight2-1v-H6-NE
662,tomaat,tomato,Nederlands,Engels,AllRight2-1v-H6-NE
663,tomaten,tomatoes,Nederlands,Engels,AllRight2-1v-H6-NE
664,tand,tooth,Nederlands,Engels,AllRight2-1v-H6-NE
665,tanden,teeth,Nederlands,Engels,AllRight2-1v-H6-NE
666,rekening,bill / check,Nederlands,Engels,AllRight2-1v-H6-NE
667,jas,coat,Nederlands,Engels,AllRight2-1v-H6-NE
668,koffie,coffee,Nederlands,Engels,AllRight2-1v-H6-NE
669,keuken,kitchen,Nederlands,Engels,AllRight2-1v-H6-NE
670,tussendoortje,snack,Nederlands,Engels,AllRight2-1v-H6-NE
671,thee,tea,Nederlands,Engels,AllRight2-1v-H6-NE
672,nat,wet,Nederlands,Engels,AllRight2-1v-H6-NE
673,medal,medaille,Engels,Nederlands,AllRight2-1v-H7-EN
674,disciplined,gedisciplineerd,Engels,Nederlands,AllRight2-1v-H7-EN
675,achieve,bereiken,Engels,Nederlands,AllRight2-1v-H7-EN
676,achievement,prestatie,Engels,Nederlands,AllRight2-1v-H7-EN
677,athlete,sporter,Engels,Nederlands,AllRight2-1v-H7-EN
678,charity,goed doel / liefdadigheid,Engels,Nederlands,AllRight2-1v-H7-EN
679,chase,achtervolgen,Engels,Nederlands,AllRight2-1v-H7-EN
680,community,gemeenschap,Engels,Nederlands,AllRight2-1v-H7-EN
681,compete,de strijd aangaan,Engels,Nederlands,AllRight2-1v-H7-EN
682,continue,doorgaan,Engels,Nederlands,AllRight2-1v-H7-EN
683,diver,duiker,Engels,Nederlands,AllRight2-1v-H7-EN
684,environment,milieu,Engels,Nederlands,AllRight2-1v-H7-EN
685,invent,uitvinden,Engels,Nederlands,AllRight2-1v-H7-EN
686,laboratory,laboratorium,Engels,Nederlands,AllRight2-1v-H7-EN
687,nationwide,landelijk,Engels,Nederlands,AllRight2-1v-H7-EN
688,office,kantoor,Engels,Nederlands,AllRight2-1v-H7-EN
689,professional,beroeps,Engels,Nederlands,AllRight2-1v-H7-EN
690,promise,beloven,Engels,Nederlands,AllRight2-1v-H7-EN
691,record company,platenmaatschappij,Engels,Nederlands,AllRight2-1v-H7-EN
692,scientist,wetenschapper,Engels,Nederlands,AllRight2-1v-H7-EN
693,talented,getalenteerd,Engels,Nederlands,AllRight2-1v-H7-EN
694,acting class,acteerles,Engels,Nederlands,AllRight2-1v-H7-EN
695,advanced,gevorderd,Engels,Nederlands,AllRight2-1v-H7-EN
696,choir,koor,Engels,Nederlands,AllRight2-1v-H7-EN
697,college,universiteit / hogeschool,Engels,Nederlands,AllRight2-1v-H7-EN
698,currently,op dit moment,Engels,Nederlands,AllRight2-1v-H7-EN
699,fee,inschrijfgeld,Engels,Nederlands,AllRight2-1v-H7-EN
700,firefighter,brandweerman,Engels,Nederlands,AllRight2-1v-H7-EN
701,grade,cijfer,Engels,Nederlands,AllRight2-1v-H7-EN
702,guess,denken,Engels,Nederlands,AllRight2-1v-H7-EN
703,high school,middelbare school,Engels,Nederlands,AllRight2-1v-H7-EN
704,near-accident,bijna-ongeluk,Engels,Nederlands,AllRight2-1v-H7-EN
705,photographer,fotograaf,Engels,Nederlands,AllRight2-1v-H7-EN
706,raise money,geld inzamelen,Engels,Nederlands,AllRight2-1v-H7-EN
707,scare,paniek,Engels,Nederlands,AllRight2-1v-H7-EN
708,scenery,décor,Engels,Nederlands,AllRight2-1v-H7-EN
709,shaken / upset,overstuur / verontrust,Engels,Nederlands,AllRight2-1v-H7-EN
710,shower,regenbui,Engels,Nederlands,AllRight2-1v-H7-EN
711,spare time,vrije tijd,Engels,Nederlands,AllRight2-1v-H7-EN
712,starring,met in de hoofdrol,Engels,Nederlands,AllRight2-1v-H7-EN
713,above all,vooral / especially,Engels,Nederlands,AllRight2-1v-H7-EN
714,charm,charme,Engels,Nederlands,AllRight2-1v-H7-EN
715,criticism,kritiek,Engels,Nederlands,AllRight2-1v-H7-EN
716,details,gegevens,Engels,Nederlands,AllRight2-1v-H7-EN
717,dragon,draak,Engels,Nederlands,AllRight2-1v-H7-EN
718,enter,meedoen,Engels,Nederlands,AllRight2-1v-H7-EN
719,excite,opwinden,Engels,Nederlands,AllRight2-1v-H7-EN
720,flee,ontvluchten,Engels,Nederlands,AllRight2-1v-H7-EN
721,frightening,beangstigend,Engels,Nederlands,AllRight2-1v-H7-EN
722,gorgeous,betoverend mooi,Engels,Nederlands,AllRight2-1v-H7-EN
723,major,belangrijk,Engels,Nederlands,AllRight2-1v-H7-EN
724,move,ontroeren / raken,Engels,Nederlands,AllRight2-1v-H7-EN
725,nominate,nomineren / voordragen,Engels,Nederlands,AllRight2-1v-H7-EN
726,novel,roman,Engels,Nederlands,AllRight2-1v-H7-EN
727,publish,publiceren / uitgeven,Engels,Nederlands,AllRight2-1v-H7-EN
728,servant,knecht / dienaar,Engels,Nederlands,AllRight2-1v-H7-EN
729,show off,laten zien,Engels,Nederlands,AllRight2-1v-H7-EN
730,apply for,aanvragen / aanmelden voor,Engels,Nederlands,AllRight2-1v-H7-EN
731,current affairs,actualiteiten,Engels,Nederlands,AllRight2-1v-H7-EN
732,instead,in plaats daarvan,Engels,Nederlands,AllRight2-1v-H7-EN
733,matter,ertoe doen,Engels,Nederlands,AllRight2-1v-H7-EN
734,politics,politiek,Engels,Nederlands,AllRight2-1v-H7-EN
735,register,inschrijven,Engels,Nederlands,AllRight2-1v-H7-EN
736,registration form,inschrijfformulier,Engels,Nederlands,AllRight2-1v-H7-EN
737,upset,van streek zijn / overstuur zijn,Engels,Nederlands,AllRight2-1v-H7-EN
738,lente,spring,Nederlands,Engels,AllRight2-1v-H7-NE
739,accepteren / aannemen,accept,Nederlands,Engels,AllRight2-1v-H7-NE
740,worden,become,Nederlands,Engels,AllRight2-1v-H7-NE
741,kok,chef,Nederlands,Engels,AllRight2-1v-H7-NE
742,contact opnemen,contact,Nederlands,Engels,AllRight2-1v-H7-NE
743,ontwerpen,design,Nederlands,Engels,AllRight2-1v-H7-NE
744,ontdekken,discover,Nederlands,Engels,AllRight2-1v-H7-NE
745,verschrikkelijk / vies,horrible,Nederlands,Engels,AllRight2-1v-H7-NE
746,opmerken,notice,Nederlands,Engels,AllRight2-1v-H7-NE
747,mensen,people,Nederlands,Engels,AllRight2-1v-H7-NE
748,blij / tevreden,pleased,Nederlands,Engels,AllRight2-1v-H7-NE
749,oefenen,practise,Nederlands,Engels,AllRight2-1v-H7-NE
750,hardloper,runner,Nederlands,Engels,AllRight2-1v-H7-NE
751,verkopen,sell,Nederlands,Engels,AllRight2-1v-H7-NE
752,verschrikkelijk,terrible,Nederlands,Engels,AllRight2-1v-H7-NE
753,nuttig,useful,Nederlands,Engels,AllRight2-1v-H7-NE
754,manier,way,Nederlands,Engels,AllRight2-1v-H7-NE
755,geweldig / prachtig,wonderful,Nederlands,Engels,AllRight2-1v-H7-NE
